# emapper version: emapper-2.0.1 emapper DB: 2.0
# command: ./emapper.py  -i GCF_000963815.1_ASM96381v1_protein.faa --output GCF_000963815.1_ASM96381v1_protein.faa.eggnog -m diamond --target_orthologs all --cpu 14
# time: Tue Jun 16 14:05:02 2020
#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	taxonomic scope	eggNOG OGs	best eggNOG OG	COG Functional cat.	eggNOG free text desc.
WP_000721144.1	1217705.F900_03157	8.8e-294	1015.8	Moraxellaceae	wbpM		4.2.1.115	ko:K15894	ko00520,map00520		R09697	RC02609	ko00000,ko00001,ko01000				Bacteria	1MWKY@1224,1RNQ2@1236,3NIY7@468,COG1086@1,COG1086@2	NA|NA|NA	GM	RmlD substrate binding domain
WP_000721434.1	1217705.F900_03481	2.7e-87	328.2	Moraxellaceae													Bacteria	1NKWH@1224,1TE8T@1236,2EP04@1,33GKY@2,3NKZU@468	NA|NA|NA		
WP_000721827.1	470.IX87_07170	5.1e-57	226.9	Moraxellaceae	ygiW												Bacteria	1NBGH@1224,1SJ17@1236,3NNK8@468,COG3111@1,COG3111@2	NA|NA|NA	S	Bacterial OB fold (BOF) protein
WP_000721907.1	575589.HMPREF0018_02138	4.6e-146	523.9	Moraxellaceae				ko:K07270					ko00000		GT25		Bacteria	1QNV1@1224,1TMH4@1236,3NNE4@468,COG3306@1,COG3306@2	NA|NA|NA	M	Glycosyltransferase family 25 (LPS biosynthesis protein)
WP_000722131.1	470.IX87_05875	2.6e-94	351.3	Moraxellaceae													Bacteria	1NKDS@1224,1TM75@1236,2DR58@1,33A7Q@2,3NMGN@468	NA|NA|NA	S	Domain of unknown function (DUF4468) with TBP-like fold
WP_000722324.1	470.IX87_10015	4.2e-135	487.3	Moraxellaceae													Bacteria	1QRW3@1224,1RV37@1236,2B1M2@1,31U2I@2,3NJCR@468	NA|NA|NA		
WP_000724344.1	470.IX87_18260	3.3e-132	477.6	Moraxellaceae													Bacteria	1NV8N@1224,1SNCV@1236,2C6J7@1,33V63@2,3NM8A@468	NA|NA|NA		
WP_000724539.1	470.IX87_14740	6.5e-56	223.0	Moraxellaceae	yohN	GO:0003674,GO:0005488,GO:0005507,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0010033,GO:0010035,GO:0010038,GO:0010045,GO:0010243,GO:0030288,GO:0030313,GO:0031975,GO:0032025,GO:0033554,GO:0042221,GO:0042597,GO:0043167,GO:0043169,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0046914,GO:0050896,GO:0051716,GO:1901652,GO:1901698,GO:1901700											Bacteria	1RI8X@1224,1S6JE@1236,3NQ21@468,COG5455@1,COG5455@2	NA|NA|NA	S	Nickel/cobalt transporter regulator
WP_000724608.1	470.IX87_16670	1.7e-63	248.4	Moraxellaceae													Bacteria	1N7V5@1224,1SBTC@1236,3NNJ5@468,COG3755@1,COG3755@2	NA|NA|NA	S	Lysozyme inhibitor LprI
WP_000724905.1	575586.HMPREF0016_03081	7.4e-45	187.6	Moraxellaceae				ko:K03496					ko00000,ko03036,ko04812				Bacteria	1Q9Y5@1224,1RTVV@1236,3NPP4@468,COG1192@1,COG1192@2	NA|NA|NA	D	Anion-transporting ATPase
WP_000724999.1	470.IX87_14405	1.5e-186	658.7	Moraxellaceae													Bacteria	1PF2X@1224,1RQTV@1236,3NINA@468,COG1638@1,COG1638@2	NA|NA|NA	G	TRAP-type C4-dicarboxylate transport system periplasmic component
WP_000725052.1	1217708.F887_02771	1.4e-09	69.3	Moraxellaceae													Bacteria	1QNTT@1224,1TMFK@1236,2AZ3F@1,31R9S@2,3NN8G@468	NA|NA|NA		
WP_000729216.1	470.IX87_07770	4.2e-42	177.2	Moraxellaceae													Bacteria	1QQHU@1224,1RT5U@1236,2B0IJ@1,31SW5@2,3NS9U@468	NA|NA|NA		
WP_000729387.1	1217708.F887_01949	1.5e-57	229.2	Moraxellaceae													Bacteria	1RDY8@1224,1S3ZK@1236,3NNNA@468,COG5556@1,COG5556@2	NA|NA|NA	S	Uncharacterized conserved protein (DUF2280)
WP_000729408.1	470.IX87_09250	6.8e-125	453.4	Moraxellaceae	pdxJ	GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006725,GO:0006766,GO:0006767,GO:0006807,GO:0008150,GO:0008152,GO:0008614,GO:0008615,GO:0009058,GO:0009110,GO:0009987,GO:0016740,GO:0016769,GO:0017144,GO:0018130,GO:0019438,GO:0033856,GO:0034641,GO:0042364,GO:0042802,GO:0042816,GO:0042819,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:0072524,GO:0072525,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901615,GO:1901617	2.6.99.2	ko:K03474	ko00750,ko01100,map00750,map01100	M00124	R05838	RC01476	ko00000,ko00001,ko00002,ko01000			iAF1260.b2564,iAF987.Gmet_1885,iB21_1397.B21_02422,iBWG_1329.BWG_2328,iEC55989_1330.EC55989_2852,iECBD_1354.ECBD_1117,iECB_1328.ECB_02458,iECDH10B_1368.ECDH10B_2732,iECDH1ME8569_1439.ECDH1ME8569_2491,iECD_1391.ECD_02458,iECH74115_1262.ECH74115_3800,iECIAI1_1343.ECIAI1_2675,iECO103_1326.ECO103_3142,iECO111_1330.ECO111_3290,iECO26_1355.ECO26_3611,iECSE_1348.ECSE_2852,iECSP_1301.ECSP_3509,iECW_1372.ECW_m2792,iECs_1301.ECs3430,iEKO11_1354.EKO11_1169,iEcDH1_1363.EcDH1_1104,iEcE24377_1341.EcE24377A_2850,iEcHS_1320.EcHS_A2719,iEcolC_1368.EcolC_1113,iG2583_1286.G2583_3145,iJO1366.b2564,iJR904.b2564,iWFL_1372.ECW_m2792,iY75_1357.Y75_RS13390	Bacteria	1MU9W@1224,1RMS5@1236,3NIUI@468,COG0854@1,COG0854@2	NA|NA|NA	H	Catalyzes the complicated ring closure reaction between the two acyclic compounds 1-deoxy-D-xylulose-5-phosphate (DXP) and 3-amino-2-oxopropyl phosphate (1-amino-acetone-3-phosphate or AAP) to form pyridoxine 5'-phosphate (PNP) and inorganic phosphate
WP_000729506.1	871585.BDGL_000273	9.6e-161	572.8	Moraxellaceae	oxyR			ko:K04761	ko02026,map02026				ko00000,ko00001,ko03000				Bacteria	1MVA1@1224,1RPAJ@1236,3NIGA@468,COG0583@1,COG0583@2	NA|NA|NA	K	Transcriptional regulator
WP_000729551.1	470.IX87_09970	1.6e-49	201.8	Moraxellaceae	yhbY	GO:0000027,GO:0000028,GO:0000966,GO:0000967,GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016043,GO:0016070,GO:0016072,GO:0022607,GO:0022613,GO:0022618,GO:0034470,GO:0034471,GO:0034622,GO:0034641,GO:0034660,GO:0042254,GO:0042255,GO:0042273,GO:0042274,GO:0043021,GO:0043170,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0044877,GO:0046483,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:1901360,GO:1990275		ko:K07574					ko00000,ko03009				Bacteria	1N8K5@1224,1SDIM@1236,3NP0A@468,COG1534@1,COG1534@2	NA|NA|NA	J	RNA-binding protein containing KH domain, possibly ribosomal protein
WP_000729646.1	106648.BBLJ01000012_gene1199	5e-74	285.8	Moraxellaceae													Bacteria	1MWNN@1224,1RR74@1236,3NMYC@468,COG5301@1,COG5301@2	NA|NA|NA	S	Phage tail-collar fibre protein
WP_000729762.1	470.IX87_10945	1.4e-98	365.5	Moraxellaceae	pilI			ko:K02659,ko:K03408	ko02020,ko02025,ko02030,map02020,map02025,map02030				ko00000,ko00001,ko02035,ko02044				Bacteria	1RCIR@1224,1S61F@1236,3NT3W@468,COG0835@1,COG0835@2	NA|NA|NA	NT	Two component signalling adaptor domain
WP_000729828.1	470.IX87_17145	1.8e-40	171.4	Moraxellaceae	grxC	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0008152,GO:0015035,GO:0015036,GO:0016491,GO:0016667,GO:0033218,GO:0042277,GO:0043167,GO:0043168,GO:0043295,GO:0044424,GO:0044444,GO:0044464,GO:0048037,GO:0055114,GO:0072341,GO:1900750,GO:1901681		ko:K03676					ko00000,ko03110			iAPECO1_1312.grxC	Bacteria	1N72P@1224,1SCA2@1236,3NNVE@468,COG0695@1,COG0695@2	NA|NA|NA	O	Has a glutathione-disulfide oxidoreductase activity in the presence of NADPH and glutathione reductase. Reduces low molecular weight disulfides and proteins
WP_000729980.1	470.IX87_05155	3e-232	810.8	Moraxellaceae	purP			ko:K06901					ko00000,ko02000	2.A.1.40			Bacteria	1MUV0@1224,1RMBE@1236,3NJBB@468,COG2252@1,COG2252@2	NA|NA|NA	S	Permease family
WP_000730342.1	470.IX87_15890	1.4e-138	498.8	Moraxellaceae	gspN			ko:K02463	ko05111,map05111	M00331			ko00000,ko00001,ko00002,ko02044	3.A.15			Bacteria	1RCAP@1224,1S3DB@1236,28P9W@1,2ZC38@2,3NK25@468	NA|NA|NA	S	Type II secretion system (T2SS), protein N
WP_000730703.1	1217713.F993_01514	2.2e-24	119.4	Moraxellaceae													Bacteria	1QPNT@1224,1TNDF@1236,29FZ7@1,302WY@2,3NQDT@468	NA|NA|NA		
WP_000730960.1	470.IX87_16860	1.1e-79	303.1	Moraxellaceae				ko:K03646,ko:K03832					ko00000,ko02000	2.C.1.1,2.C.1.2			Bacteria	1MZ9F@1224,1SHVV@1236,3NM4S@468,COG0810@1,COG0810@2	NA|NA|NA	M	Gram-negative bacterial TonB protein C-terminal
WP_000731729.1	470.IX87_13600	2.9e-142	511.1	Moraxellaceae													Bacteria	1N353@1224,1SDW7@1236,2EPHR@1,33H4C@2,3NIZG@468	NA|NA|NA	S	Putative general bacterial porin
WP_000731756.1	575564.HMPREF0014_02409	1.7e-215	755.0	Moraxellaceae	mro		5.1.3.3	ko:K01785	ko00010,ko00052,ko01100,ko01110,ko01120,ko01130,map00010,map00052,map01100,map01110,map01120,map01130	M00632	R01602,R10619	RC00563	ko00000,ko00001,ko00002,ko01000				Bacteria	1MVMN@1224,1RNZN@1236,3NM5R@468,COG2017@1,COG2017@2	NA|NA|NA	M	Converts alpha-aldose to the beta-anomer
WP_000731819.1	871585.BDGL_001150	5.7e-89	333.6	Moraxellaceae				ko:K07345	ko05133,map05133				ko00000,ko00001,ko02035,ko02044				Bacteria	1RCBG@1224,1S38Y@1236,3NKYX@468,COG3539@1,COG3539@2	NA|NA|NA	NU	Type-1 fimbrial protein, A
WP_000732866.1	871585.BDGL_002090	2.5e-153	548.1	Moraxellaceae				ko:K02073	ko02010,map02010	M00238			ko00000,ko00001,ko00002,ko02000	3.A.1.24			Bacteria	1MUVY@1224,1RZBR@1236,3NT1H@468,COG1464@1,COG1464@2	NA|NA|NA	P	NLPA lipoprotein
WP_000732912.1	470.IX87_09850	4.7e-182	643.7	Moraxellaceae													Bacteria	1MY6G@1224,1RRBB@1236,3NJR6@468,COG0491@1,COG0491@2	NA|NA|NA	S	Metallo-beta-lactamase superfamily
WP_000733010.1	436717.AOLE_00900	1e-98	366.7	Moraxellaceae													Bacteria	1N353@1224,1SINV@1236,2EPHR@1,33H4C@2,3NKXV@468	NA|NA|NA	S	Putative general bacterial porin
WP_000733015.1	436717.AOLE_19340	6e-27	126.3	Moraxellaceae													Bacteria	1QP6T@1224,1TMVV@1236,2BG9S@1,32A75@2,3NPIP@468	NA|NA|NA		
WP_000733490.1	871585.BDGL_000740	9.7e-247	859.0	Moraxellaceae	ropAch1												Bacteria	1MX4Q@1224,1RY5B@1236,3NKF0@468,COG3149@1,COG3149@2,COG3203@1,COG3203@2	NA|NA|NA	MU	Forms passive diffusion pores that allow small molecular weight hydrophilic materials across the outer membrane
WP_000733535.1	575586.HMPREF0016_03102	7e-50	204.1	Moraxellaceae	trbC			ko:K12059					ko00000,ko02044	3.A.7.11.1			Bacteria	1R62Q@1224,1TKRM@1236,2CIAZ@1,2Z7YC@2,3NQQ5@468	NA|NA|NA	S	Type-F conjugative transfer system pilin assembly protein
WP_000733779.1	470.IX87_06935	3e-156	557.8	Moraxellaceae	metQ_4			ko:K02073	ko02010,map02010	M00238			ko00000,ko00001,ko00002,ko02000	3.A.1.24			Bacteria	1MUVY@1224,1RYFJ@1236,3NK8Z@468,COG1464@1,COG1464@2	NA|NA|NA	P	NLPA lipoprotein
WP_000733830.1	470.IX87_13785	0.0	1164.8	Moraxellaceae	dsbD		1.8.1.8	ko:K04084					ko00000,ko01000,ko03110	5.A.1.1			Bacteria	1MU8W@1224,1RPF7@1236,3NJXZ@468,COG4232@1,COG4232@2	NA|NA|NA	CO	Thiol disulfide interchange protein
WP_000734697.1	470.IX87_11010	4.1e-142	510.8	Moraxellaceae				ko:K07126,ko:K19292					ko00000				Bacteria	1NMS9@1224,1SJF3@1236,3NIFB@468,COG0790@1,COG0790@2	NA|NA|NA	S	Sel1-like repeats.
WP_000734811.1	470.IX87_21230	1.1e-84	319.3	Moraxellaceae	Z012_00645												Bacteria	1N2SS@1224,1S9T8@1236,2DMWM@1,32U4H@2,3NMPG@468	NA|NA|NA		
WP_000734917.1	470.IX87_19230	3.2e-203	714.1	Moraxellaceae	porB												Bacteria	1MWUN@1224,1RZ26@1236,3NJDS@468,COG3203@1,COG3203@2	NA|NA|NA	M	Gram-negative porin
WP_000735356.1	470.IX87_17935	9.2e-200	702.6	Moraxellaceae	metE		2.1.1.14	ko:K00549	ko00270,ko00450,ko01100,ko01110,ko01230,map00270,map00450,map01100,map01110,map01230	M00017	R04405,R09365	RC00035,RC00113,RC01241	ko00000,ko00001,ko00002,ko01000			iJN746.PP_2698	Bacteria	1MUI9@1224,1RMBA@1236,3NITP@468,COG0620@1,COG0620@2	NA|NA|NA	E	Cobalamin-independent synthase, Catalytic domain
WP_000735756.1	470.IX87_05140	2.9e-50	204.5	Moraxellaceae													Bacteria	1ND55@1224,1SG55@1236,2EA13@1,3346E@2,3NP35@468	NA|NA|NA		
WP_000735778.1	470.IX87_00755	3.3e-141	507.7	Moraxellaceae	nadX		1.4.1.21	ko:K06989	ko00760,ko01100,map00760,map01100		R07407,R07410	RC02566	ko00000,ko00001,ko01000				Bacteria	1MX8S@1224,1RSE8@1236,3NJIB@468,COG1712@1,COG1712@2	NA|NA|NA	H	Specifically catalyzes the NAD or NADP-dependent dehydrogenation of L-aspartate to iminoaspartate
WP_000735821.1	436717.AOLE_03255	7.2e-130	469.9	Moraxellaceae													Bacteria	1N78D@1224,1SPTQ@1236,2EF3N@1,338WS@2,3NKWX@468	NA|NA|NA	S	Domain of unknown function (DUF4850)
WP_000735997.1	470.IX87_07475	4.7e-69	266.9	Moraxellaceae													Bacteria	1QNTC@1224,1TMEX@1236,2AZ30@1,31R9A@2,3NN45@468	NA|NA|NA		
WP_000736404.1	1144672.F966_00444	5.6e-132	476.9	Proteobacteria													Bacteria	1QWYZ@1224,2BG7W@1,32A4T@2	NA|NA|NA	L	TnsA endonuclease N terminal
WP_000736662.1	470.IX87_12815	0.0	1677.5	Moraxellaceae	mrcA	GO:0000270,GO:0003674,GO:0003824,GO:0004180,GO:0004185,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006022,GO:0006023,GO:0006024,GO:0006508,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0008238,GO:0008360,GO:0008658,GO:0008955,GO:0009002,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016020,GO:0016021,GO:0016740,GO:0016757,GO:0016758,GO:0016787,GO:0017171,GO:0019538,GO:0022603,GO:0022604,GO:0030203,GO:0031224,GO:0031226,GO:0031406,GO:0033218,GO:0033293,GO:0034645,GO:0036094,GO:0042221,GO:0042546,GO:0042802,GO:0043167,GO:0043168,GO:0043170,GO:0043177,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044425,GO:0044459,GO:0044464,GO:0046677,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051128,GO:0065007,GO:0065008,GO:0070008,GO:0070011,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:0071944,GO:0097159,GO:0140096,GO:1901135,GO:1901137,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901681	2.4.1.129,3.4.16.4	ko:K05366	ko00550,ko01100,ko01501,map00550,map01100,map01501				ko00000,ko00001,ko01000,ko01003,ko01011		GT51		Bacteria	1MU5A@1224,1RM7J@1236,3NJYW@468,COG5009@1,COG5009@2	NA|NA|NA	M	penicillin-binding protein
WP_000736693.1	470.IX87_02830	1.1e-40	172.6	Moraxellaceae													Bacteria	1QS3J@1224,1RVEP@1236,29KS6@1,307PK@2,3NP1B@468	NA|NA|NA		
WP_000737570.1	470.IX87_14765	8.1e-111	406.4	Moraxellaceae	dsbA			ko:K03673	ko01503,map01503	M00728			ko00000,ko00001,ko00002,ko03110				Bacteria	1RGWH@1224,1S5WA@1236,3NJ0Z@468,COG1651@1,COG1651@2	NA|NA|NA	O	Thiol disulfide interchange protein
WP_000737790.1	470.IX87_14050	6.4e-229	799.7	Moraxellaceae	hutI		3.5.2.7	ko:K01468	ko00340,ko01100,map00340,map01100	M00045	R02288	RC00683	ko00000,ko00001,ko00002,ko01000				Bacteria	1MUYR@1224,1RMI9@1236,3NK4H@468,COG1228@1,COG1228@2	NA|NA|NA	Q	Amidohydrolase family
WP_000738477.1	470.IX87_02635	9e-184	649.4	Moraxellaceae													Bacteria	1R5WQ@1224,1S031@1236,3NQSA@468,COG3539@1,COG3539@2	NA|NA|NA	NU	Fimbrial protein
WP_000738515.1	470.IX87_15645	1.6e-244	851.7	Moraxellaceae	amtB			ko:K03320					ko00000,ko02000	1.A.11			Bacteria	1NR9F@1224,1RNKF@1236,3NIJV@468,COG0004@1,COG0004@2	NA|NA|NA	P	Ammonium Transporter Family
WP_000738603.1	1217703.F904_03372	3e-12	78.2	Moraxellaceae													Bacteria	1P6JC@1224,1SU0J@1236,2C0RF@1,2ZSGF@2,3NNPK@468	NA|NA|NA		
WP_000739311.1	575564.HMPREF0014_02439	6.2e-107	393.7	Moraxellaceae	papD			ko:K07346					ko00000,ko02035,ko02044,ko03110				Bacteria	1R4RJ@1224,1SDRF@1236,3NNFU@468,COG3121@1,COG3121@2	NA|NA|NA	M	Pili and flagellar-assembly chaperone, PapD N-terminal domain
WP_000739363.1	470.IX87_06710	1.5e-244	851.7	Moraxellaceae	aarF	GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0016020,GO:0030312,GO:0044424,GO:0044444,GO:0044464,GO:0071944											Bacteria	1N1UJ@1224,1RP1G@1236,3NJ0D@468,COG0661@1,COG0661@2	NA|NA|NA	S	ABC1 family
WP_000741226.1	470.IX87_02840	1.5e-124	452.2	Moraxellaceae	ygaZ	GO:0003333,GO:0003674,GO:0005215,GO:0005304,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006855,GO:0006865,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015175,GO:0015179,GO:0015238,GO:0015318,GO:0015562,GO:0015658,GO:0015711,GO:0015803,GO:0015804,GO:0015807,GO:0015829,GO:0015849,GO:0015893,GO:0016020,GO:0022857,GO:0034220,GO:0042221,GO:0042493,GO:0044464,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0098655,GO:0098656,GO:1902475,GO:1903785,GO:1903825,GO:1905039										iE2348C_1286.E2348C_2946,iEC042_1314.EC042_2879,iEC55989_1330.EC55989_2949,iECABU_c1320.ECABU_c29480,iECED1_1282.ECED1_3136,iECIAI1_1343.ECIAI1_2777,iECIAI39_1322.ECIAI39_2871,iECO111_1330.ECO111_3405,iECO26_1355.ECO26_3750,iECP_1309.ECP_2647,iECSE_1348.ECSE_2935,iECSF_1327.ECSF_2478,iECSP_1301.ECSP_3629,iECW_1372.ECW_m2878,iECs_1301.ECs3544,iEKO11_1354.EKO11_1090,iETEC_1333.ETEC_2878,iEcE24377_1341.EcE24377A_2965,iG2583_1286.G2583_3329,iLF82_1304.LF82_3135,iNRG857_1313.NRG857_13135,iSFV_1184.SFV_2822,iSSON_1240.SSON_2826,iWFL_1372.ECW_m2878,iZ_1308.Z3983,ic_1306.c3235	Bacteria	1P6U3@1224,1RRMC@1236,3NIIX@468,COG1296@1,COG1296@2	NA|NA|NA	E	AzlC protein
WP_000741964.1	470.IX87_08850	4.8e-90	337.0	Moraxellaceae	nudJ	GO:0003674,GO:0003824,GO:0004787,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017110,GO:0017111	3.6.1.55	ko:K03574,ko:K12152					ko00000,ko01000,ko03400			iSbBS512_1146.SbBS512_E1312	Bacteria	1N03W@1224,1S970@1236,3NIQI@468,COG1051@1,COG1051@2	NA|NA|NA	F	Belongs to the Nudix hydrolase family. NudJ subfamily
WP_000742419.1	575564.HMPREF0014_01622	2.1e-59	235.0	Moraxellaceae													Bacteria	1NYEE@1224,1SR2R@1236,2F8PI@1,3411X@2,3NN9X@468	NA|NA|NA		
WP_000742883.1	520709.F985_03781	2.3e-15	87.4	Moraxellaceae													Bacteria	1QPIJ@1224,1TN8Y@1236,2AZSA@1,31S1K@2,3NQ6S@468	NA|NA|NA		
WP_000742888.1	40373.F991_01468	6.3e-64	250.4	Moraxellaceae	gpR												Bacteria	1MZ82@1224,1S6TG@1236,2CBI4@1,32RTF@2,3NNRX@468	NA|NA|NA	S	P2 phage tail completion protein R (GpR)
WP_000743009.1	470.IX87_11330	6.2e-61	240.0	Moraxellaceae	yohN	GO:0003674,GO:0005488,GO:0005507,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0010033,GO:0010035,GO:0010038,GO:0010045,GO:0010243,GO:0030288,GO:0030313,GO:0031975,GO:0032025,GO:0033554,GO:0042221,GO:0042597,GO:0043167,GO:0043169,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0046914,GO:0050896,GO:0051716,GO:1901652,GO:1901698,GO:1901700											Bacteria	1NGVG@1224,1SGYX@1236,3NN9V@468,COG5455@1,COG5455@2	NA|NA|NA	S	Nickel/cobalt transporter regulator
WP_000744219.1	470.IX87_09110	1.1e-177	629.0	Moraxellaceae													Bacteria	1R3ZZ@1224,1SNAY@1236,2CJBN@1,2Z9GK@2,3NJXG@468	NA|NA|NA		
WP_000744369.1	470.IX87_08655	1.7e-309	1067.8	Moraxellaceae	entE	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008668,GO:0009058,GO:0009237,GO:0009238,GO:0009239,GO:0009712,GO:0009713,GO:0009987,GO:0016740,GO:0016772,GO:0016779,GO:0016874,GO:0016879,GO:0016881,GO:0018130,GO:0018958,GO:0019184,GO:0019290,GO:0019438,GO:0019540,GO:0019748,GO:0034641,GO:0043043,GO:0043603,GO:0043604,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0044550,GO:0046189,GO:0046483,GO:0047527,GO:0051186,GO:0051188,GO:0070566,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901615,GO:1901617	2.7.7.58,6.3.2.14	ko:K02363	ko01053,ko01110,ko01130,map01053,map01110,map01130		R07644	RC00162,RC03046	ko00000,ko00001,ko01000,ko01008			iSF_1195.SF0508,iSSON_1240.SSON_0545,iS_1188.S0514,iZ_1308.Z0736	Bacteria	1NSN8@1224,1RP8K@1236,3NMAP@468,COG1021@1,COG1021@2	NA|NA|NA	Q	AMP-binding enzyme C-terminal domain
WP_000744443.1	470.IX87_07330	4.7e-210	736.9	Moraxellaceae													Bacteria	1NQI7@1224,1SKSA@1236,2CG5R@1,2Z8UW@2,3NJAR@468	NA|NA|NA		
WP_000744750.1	470.IX87_12465	1.1e-101	375.9	Moraxellaceae													Bacteria	1NWA1@1224,1SP5D@1236,2DVWQ@1,33XHF@2,3NJHW@468	NA|NA|NA		
WP_000745523.1	470.IX87_11955	4.6e-34	149.8	Moraxellaceae	yheV			ko:K07070					ko00000				Bacteria	1NPXJ@1224,1SHB8@1236,3NPFP@468,COG3529@1,COG3529@2	NA|NA|NA	S	Probable metal-binding protein (DUF2387)
WP_000746542.1	470.IX87_14410	5.1e-187	660.2	Moraxellaceae													Bacteria	1PF2X@1224,1RQTV@1236,3NJGK@468,COG1638@1,COG1638@2	NA|NA|NA	G	TRAP-type C4-dicarboxylate transport system periplasmic component
WP_000747861.1	575564.HMPREF0014_01027	2.4e-147	528.1	Moraxellaceae	yeaM												Bacteria	1NETZ@1224,1RRXN@1236,3NJX3@468,COG1917@1,COG1917@2,COG2207@1,COG2207@2	NA|NA|NA	K	AraC-like ligand binding domain
WP_000747909.1	1144672.F966_03342	6.5e-25	119.4	Moraxellaceae													Bacteria	1QPMS@1224,1TNCC@1236,2AZJA@1,302WE@2,3NQC1@468	NA|NA|NA		
WP_000748563.1	40373.F991_01478	9.2e-110	403.3	Moraxellaceae	O												Bacteria	1RAGI@1224,1RYPG@1236,2CAV1@1,2ZBY8@2,3NJJZ@468	NA|NA|NA	S	Phage capsid scaffolding protein (GPO) serine peptidase
WP_000749178.1	470.IX87_00465	6.1e-82	310.1	Moraxellaceae	nlpE												Bacteria	1N97X@1224,1SEMN@1236,3NNDC@468,COG3015@1,COG3015@2	NA|NA|NA	MP	NlpE N-terminal domain
WP_000749814.1	470.IX87_03070	1.5e-14	84.3	Moraxellaceae													Bacteria	1QPN8@1224,1TNCV@1236,2DIDP@1,302WP@2,3NQCS@468	NA|NA|NA		
WP_000750378.1	470.IX87_03630	2.5e-222	777.7	Moraxellaceae													Bacteria	1RAM7@1224,1SBFB@1236,3NM0Q@468,COG2831@1,COG2831@2	NA|NA|NA	U	hemolysin activation secretion protein
WP_000750598.1	470.IX87_09105	0.0	1163.3	Moraxellaceae													Bacteria	1QN3S@1224,1TKHF@1236,2AYDZ@1,31QGX@2,3NIH6@468	NA|NA|NA		
WP_000750672.1	871585.BDGL_001577	1.1e-79	302.8	Moraxellaceae													Bacteria	1RJPR@1224,1S6UX@1236,3NP2C@468,COG5430@1,COG5430@2	NA|NA|NA	S	Spore Coat Protein U domain
WP_000752853.1	470.IX87_13570	1.3e-174	619.0	Moraxellaceae	mscS												Bacteria	1N596@1224,1RQZP@1236,3NJ9B@468,COG0668@1,COG0668@2	NA|NA|NA	M	Mechanosensitive ion channel
WP_000753036.1	470.IX87_21080	9.4e-104	382.9	Moraxellaceae													Bacteria	1NZNY@1224,1SQJB@1236,2DQV1@1,338VJ@2,3NKGK@468	NA|NA|NA	S	Protein of unknown function (DUF1449)
