# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2285699	2286259	-	WP_001050731.1	WP_001050731.1		FxsA family protein			ABUW_RS11185	561	186	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2286658	2287482	+							ABUW_RS11190	825		old_locus_tag=ABUW_2300
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2286658	2287482	+	WP_001021779.1	WP_001021779.1		OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-69			ABUW_RS11190	825	274	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2287554	2288099	-							ABUW_RS11195	546		old_locus_tag=ABUW_2301
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2287554	2288099	-	WP_001109738.1	WP_001109738.1		N-acetyltransferase			ABUW_RS11195	546	181	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2288096	2288689	-							ABUW_RS11200	594		old_locus_tag=ABUW_2302
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2288096	2288689	-	WP_000340965.1	WP_000340965.1		helix-turn-helix transcriptional regulator			ABUW_RS11200	594	197	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2288919	2289464	+					ruvC		ABUW_RS11205	546		old_locus_tag=ABUW_2304
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2288919	2289464	+	WP_001128328.1	WP_001128328.1		crossover junction endodeoxyribonuclease RuvC	ruvC		ABUW_RS11205	546	181	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2289469	2290929	-							ABUW_RS11210	1461		old_locus_tag=ABUW_2305
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2289469	2290929	-	WP_001149484.1	WP_001149484.1		bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase			ABUW_RS11210	1461	486	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2290988	2292046	+					queG		ABUW_RS11215	1059		old_locus_tag=ABUW_2306
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2290988	2292046	+	WP_001985406.1	WP_001985406.1		tRNA epoxyqueuosine(34) reductase QueG	queG		ABUW_RS11215	1059	352	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2292134	2293135	+					bioB		ABUW_RS11220	1002		old_locus_tag=ABUW_2307
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2292134	2293135	+	WP_001985405.1	WP_001985405.1		biotin synthase BioB	bioB		ABUW_RS11220	1002	333	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2293182	2293394	-							ABUW_RS11225	213		old_locus_tag=ABUW_2308
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2293182	2293394	-	WP_000030993.1	WP_000030993.1		hypothetical protein			ABUW_RS11225	213	70	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2293458	2293808	-							ABUW_RS11230	351		old_locus_tag=ABUW_2309
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2293458	2293808	-	WP_001061891.1	WP_001061891.1		hypothetical protein			ABUW_RS11230	351	116	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2294255	2294791	+							ABUW_RS11235	537		old_locus_tag=ABUW_2310
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2294255	2294791	+	WP_000713430.1	WP_000713430.1		type 1 fimbrial protein			ABUW_RS11235	537	178	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2294862	2295602	+							ABUW_RS11240	741		old_locus_tag=ABUW_2311
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2294862	2295602	+	WP_000898891.1	WP_000898891.1		fimbria/pilus periplasmic chaperone			ABUW_RS11240	741	246	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2295654	2298191	+							ABUW_RS11245	2538		old_locus_tag=ABUW_2312
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2295654	2298191	+	WP_005115797.1	WP_005115797.1		fimbrial biogenesis outer membrane usher protein			ABUW_RS11245	2538	845	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2298188	2299207	+							ABUW_RS11250	1020		old_locus_tag=ABUW_2313
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2298188	2299207	+	WP_000738477.1	WP_000738477.1		fimbrial protein			ABUW_RS11250	1020	339	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2299784	2299963	+							ABUW_RS11255	180		old_locus_tag=ABUW_2314
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2299784	2299963	+	WP_000905609.1	WP_000905609.1		hypothetical protein			ABUW_RS11255	180	59	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2300003	2300854	-							ABUW_RS11260	852		old_locus_tag=ABUW_2315
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2300003	2300854	-	WP_000568087.1	WP_000568087.1		LysR family transcriptional regulator			ABUW_RS11260	852	283	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2300961	2301878	+							ABUW_RS11265	918		old_locus_tag=ABUW_2316
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2300961	2301878	+	WP_161298841.1	WP_161298841.1		EamA family transporter			ABUW_RS11265	918	305	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2301991	2302455	+							ABUW_RS11270	465		old_locus_tag=ABUW_2317
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2301991	2302455	+	WP_001046928.1	WP_001046928.1		hypothetical protein			ABUW_RS11270	465	154	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2302706	2304121	+							ABUW_RS11275	1416		old_locus_tag=ABUW_2318
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2302706	2304121	+	WP_000378386.1	WP_000378386.1		cytosine permease			ABUW_RS11275	1416	471	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2304179	2304616	-							ABUW_RS11280	438		old_locus_tag=ABUW_2319
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2304179	2304616	-	WP_001161759.1	WP_001161759.1		PACE efflux transporter			ABUW_RS11280	438	145	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2304706	2305605	+							ABUW_RS11285	900		old_locus_tag=ABUW_2320
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2304706	2305605	+	WP_001010553.1	WP_001010553.1		LysR family transcriptional regulator			ABUW_RS11285	900	299	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2306188	2307420	-							ABUW_RS11290	1233		old_locus_tag=ABUW_2322
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2306188	2307420	-	WP_000108033.1	WP_000108033.1		integrase family protein			ABUW_RS11290	1233	410	
gene	tRNA	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2307578	2307654	+							ABUW_RS11295	77		old_locus_tag=ABUW_2323
tRNA		GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2307578	2307654	+				tRNA-Ile			ABUW_RS11295	77		anticodon=CAT
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2307851	2308714	-							ABUW_RS11300	864		old_locus_tag=ABUW_2324
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2307851	2308714	-	WP_001124739.1	WP_001124739.1		hypothetical protein			ABUW_RS11300	864	287	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2308990	2309550	+							ABUW_RS11305	561		old_locus_tag=ABUW_2325
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2308990	2309550	+	WP_000037165.1	WP_000037165.1		TetR/AcrR family transcriptional regulator			ABUW_RS11305	561	186	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2309736	2310281	+							ABUW_RS11310	546		old_locus_tag=ABUW_2326
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2309736	2310281	+	WP_000713973.1	WP_000713973.1		1-acyl-sn-glycerol-3-phosphate acyltransferase			ABUW_RS11310	546	181	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2310443	2311192	+							ABUW_RS11315	750		old_locus_tag=ABUW_2327
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2310443	2311192	+	WP_000907230.1	WP_000907230.1		YebC/PmpR family DNA-binding transcriptional regulator			ABUW_RS11315	750	249	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2311223	2311693	-							ABUW_RS11320	471		old_locus_tag=ABUW_2328
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2311223	2311693	-	WP_000418050.1	WP_000418050.1		Lrp/AsnC family transcriptional regulator			ABUW_RS11320	471	156	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2312024	2313355	+							ABUW_RS11325	1332		old_locus_tag=ABUW_2329
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2312024	2313355	+	WP_000264535.1	WP_000264535.1		hypothetical protein			ABUW_RS11325	1332	443	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2313406	2314149	-							ABUW_RS11330	744		old_locus_tag=ABUW_2330
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2313406	2314149	-	WP_001132006.1	WP_001132006.1		amino acid ABC transporter ATP-binding protein			ABUW_RS11330	744	247	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2314163	2314840	-							ABUW_RS11335	678		old_locus_tag=ABUW_2331
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2314163	2314840	-	WP_000347804.1	WP_000347804.1		amino acid ABC transporter permease			ABUW_RS11335	678	225	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2314843	2315685	-							ABUW_RS11340	843		old_locus_tag=ABUW_2332
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2314843	2315685	-	WP_000110649.1	WP_000110649.1		amino acid ABC transporter permease			ABUW_RS11340	843	280	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2315780	2316673	-							ABUW_RS11345	894		old_locus_tag=ABUW_2333
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2315780	2316673	-	WP_000830363.1	WP_000830363.1		amino acid ABC transporter substrate-binding protein			ABUW_RS11345	894	297	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2317210	2317974	-							ABUW_RS11350	765		old_locus_tag=ABUW_2334
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2317210	2317974	-	WP_001265503.1	WP_001265503.1		glutathione S-transferase			ABUW_RS11350	765	254	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2318320	2319555	+							ABUW_RS11355	1236		old_locus_tag=ABUW_2335
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2318320	2319555	+	WP_001986597.1	WP_001986597.1		SfnB family sulfur acquisition oxidoreductase			ABUW_RS11355	1236	411	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2319568	2320791	+							ABUW_RS11360	1224		old_locus_tag=ABUW_2336
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2319568	2320791	+	WP_000205197.1	WP_000205197.1		SfnB family sulfur acquisition oxidoreductase			ABUW_RS11360	1224	407	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2320791	2322203	+							ABUW_RS11365	1413		old_locus_tag=ABUW_2337
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2320791	2322203	+	WP_000753093.1	WP_000753093.1		LLM class flavin-dependent oxidoreductase			ABUW_RS11365	1413	470	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2322218	2323048	+							ABUW_RS11370	831		old_locus_tag=ABUW_2338
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2322218	2323048	+	WP_000079420.1	WP_000079420.1		methionine transporter			ABUW_RS11370	831	276	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2323062	2323895	+							ABUW_RS11375	834		old_locus_tag=ABUW_2339
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2323062	2323895	+	WP_001007363.1	WP_001007363.1		methionine transporter			ABUW_RS11375	834	277	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2323901	2324977	+							ABUW_RS11380	1077		old_locus_tag=ABUW_2340
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2323901	2324977	+	WP_001986595.1	WP_001986595.1		ATP-binding cassette domain-containing protein			ABUW_RS11380	1077	358	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2324958	2325617	+							ABUW_RS11385	660		old_locus_tag=ABUW_2341
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2324958	2325617	+	WP_001153955.1	WP_001153955.1		ABC transporter permease			ABUW_RS11385	660	219	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2325711	2326802	+					ychF		ABUW_RS11390	1092		old_locus_tag=ABUW_2342
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2325711	2326802	+	WP_000506572.1	WP_000506572.1		redox-regulated ATPase YchF	ychF		ABUW_RS11390	1092	363	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2326847	2327368	-							ABUW_RS11395	522		old_locus_tag=ABUW_2343
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2326847	2327368	-	WP_000067189.1	WP_000067189.1		DUF962 domain-containing protein			ABUW_RS11395	522	173	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2327461	2328168	+							ABUW_RS11400	708		old_locus_tag=ABUW_2344
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2327461	2328168	+	WP_000342693.1	WP_000342693.1		Crp/Fnr family transcriptional regulator			ABUW_RS11400	708	235	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2328341	2328676	+							ABUW_RS11405	336		old_locus_tag=ABUW_2345
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2328341	2328676	+	WP_000736693.1	WP_000736693.1		hypothetical protein			ABUW_RS11405	336	111	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2328749	2329219	-							ABUW_RS11410	471		old_locus_tag=ABUW_2346
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2328749	2329219	-	WP_000477056.1	WP_000477056.1		hypothetical protein			ABUW_RS11410	471	156	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2329339	2330061	+							ABUW_RS11415	723		old_locus_tag=ABUW_2347
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2329339	2330061	+	WP_000741226.1	WP_000741226.1		AzlC family ABC transporter permease			ABUW_RS11415	723	240	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2330063	2330404	+					ygaH		ABUW_RS11420	342		old_locus_tag=ABUW_2348
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2330063	2330404	+	WP_001047284.1	WP_001047284.1		L-valine transporter subunit YgaH	ygaH		ABUW_RS11420	342	113	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2330533	2330922	+							ABUW_RS11425	390		old_locus_tag=ABUW_2349
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2330533	2330922	+	WP_000084509.1	WP_000084509.1		tautomerase family protein			ABUW_RS11425	390	129	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2331025	2332242	+					purT		ABUW_RS11430	1218		old_locus_tag=ABUW_2350
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2331025	2332242	+	WP_002000338.1	WP_002000338.1		formate-dependent phosphoribosylglycinamide formyltransferase	purT		ABUW_RS11430	1218	405	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2332270	2334933	+					glnD		ABUW_RS11435	2664		old_locus_tag=ABUW_2351
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2332270	2334933	+	WP_000611178.1	WP_000611178.1		[protein-PII] uridylyltransferase	glnD		ABUW_RS11435	2664	887	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2334959	2336128	+					dapC		ABUW_RS11440	1170		old_locus_tag=ABUW_2352
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2334959	2336128	+	WP_001991133.1	WP_001991133.1		succinyldiaminopimelate transaminase	dapC		ABUW_RS11440	1170	389	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2336186	2336818	-							ABUW_RS11445	633		old_locus_tag=ABUW_2353
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2336186	2336818	-	WP_000451673.1	WP_000451673.1		LysE family translocator			ABUW_RS11445	633	210	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2336883	2337728	-							ABUW_RS11450	846		old_locus_tag=ABUW_2354
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2336883	2337728	-	WP_000535318.1	WP_000535318.1		AraC family transcriptional regulator			ABUW_RS11450	846	281	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2337728	2338213	-							ABUW_RS11455	486		old_locus_tag=ABUW_2355
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2337728	2338213	-	WP_000066032.1	WP_000066032.1		glutathione peroxidase			ABUW_RS11455	486	161	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2338210	2338629	-					msrB		ABUW_RS11460	420		old_locus_tag=ABUW_2356
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2338210	2338629	-	WP_000521160.1	WP_000521160.1		peptide-methionine (R)-S-oxide reductase MsrB	msrB		ABUW_RS11460	420	139	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2338870	2340300	+							ABUW_RS11465	1431		old_locus_tag=ABUW_2357
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2338870	2340300	+	WP_000078700.1	WP_000078700.1		pyridoxal phosphate-dependent aminotransferase			ABUW_RS11465	1431	476	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2340767	2342074	+							ABUW_RS11470	1308		old_locus_tag=ABUW_2358
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2340767	2342074	+	WP_000810595.1	WP_000810595.1		dicarboxylate/amino acid:cation symporter			ABUW_RS11470	1308	435	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2342758	2343825	+							ABUW_RS11475	1068		old_locus_tag=ABUW_2359
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2342758	2343825	+	WP_000956445.1	WP_000956445.1		type II asparaginase			ABUW_RS11475	1068	355	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2344041	2347604	+					dnaE		ABUW_RS11480	3564		old_locus_tag=ABUW_2360
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2344041	2347604	+	WP_001160989.1	WP_001160989.1		DNA polymerase III subunit alpha	dnaE		ABUW_RS11480	3564	1187	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2347643	2348458	+							ABUW_RS11485	816		old_locus_tag=ABUW_2361
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2347643	2348458	+	WP_085920604.1	WP_085920604.1		RNA methyltransferase			ABUW_RS11485	816	271	
gene	protein_coding	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2348451	2349266	+					cysE		ABUW_RS11490	816		old_locus_tag=ABUW_2362
CDS	with_protein	GCF_000963815.1	Primary Assembly	chromosome		NZ_CP008706.1	2348451	2349266	+	WP_000917698.1	WP_000917698.1		serine O-acetyltransferase	cysE		ABUW_RS11490	816	271	
